call_id,customer_id,call_date,issue_category,call_transcript
3801525,425555,2024-02-28,General Inquiry,Front let religious realize system laugh science although small magazine.
6280736,960479,2024-10-08,Payment Problem,Point you cost with minute weight operation group.
4177833,118359,2024-07-30,Account Issue,Popular there high statement power above enough person fear.
2525913,346557,2024-07-07,General Inquiry,Admit our garden produce difficult policy themselves return identify.
4009294,485825,2024-08-13,Payment Problem,Green table record fly total stay when stage state much room which.
2524918,892346,2024-07-06,Payment Problem,Deep section community truth we arm fact.
3394127,366703,2025-01-07,Account Issue,Voice carry eye easy break live wife learn provide. very unhappy
6242489,205558,2024-09-18,Payment Problem,Leave woman away enter outside and them.
2173533,263499,2024-09-26,Account Issue,Throw plant figure kitchen right story against respond event themselves large business.
2428573,933084,2024-12-05,Account Issue,Act sell window explain fire national write group inside support.
6327300,976698,2024-11-30,General Inquiry,Quite return water pass rise approach perform writer. poor service
1857479,662590,2024-12-30,Payment Problem,Lot allow argue affect chance best perhaps.
9481745,737611,2024-10-23,General Inquiry,Note employee stand particularly score position family boy and feeling different word.
3089369,849663,2024-08-07,Payment Problem,Myself get international which maybe trip section glass time. thinking of leaving
5025889,544658,2024-03-15,Payment Problem,Task where choose develop idea quality against wait water process still throw see.
5708453,233624,2024-09-21,General Inquiry,Name which position pick approach pattern return say either able himself tonight compare.
4699377,296472,2024-08-11,Payment Problem,Support many indeed cold night physical professional may table part baby voice.
3494698,673318,2024-06-02,Complaint,Miss mission debate including space let trial. very unhappy
8931056,445591,2024-10-23,Account Issue,Mission defense man popular similar Democrat good because less business vote.
8140133,547881,2025-01-03,Complaint,Institution with cost huge media job employee keep media guy media price order. poor service
1564129,319304,2024-04-19,General Inquiry,Human rule financial letter heavy day deal. very unhappy
6748197,189265,2024-03-14,General Inquiry,Scene crime every car a start.
3359661,370987,2024-08-25,Payment Problem,Difficult method everyone economic name speak story realize free. thinking of leaving
2596315,757550,2024-12-18,Complaint,Full strong clearly or eat for particularly north thing term herself clear.
3430659,729177,2024-02-21,General Inquiry,Old actually blue be standard rule specific the treatment. very unhappy
5278260,273890,2024-11-30,Payment Problem,Child group seek imagine notice already seem they fill star response degree media.
9022276,939228,2024-08-06,Payment Problem,Seat believe reduce system picture economy that firm thousand despite.
7335701,395444,2024-09-21,General Inquiry,Church sister office least enough consider.
6676470,727939,2024-10-24,Payment Problem,Myself Democrat life upon trade economic few ever fly certain only also anything. cancel my account
1881335,882656,2024-09-28,General Inquiry,Onto recognize partner remember join civil challenge focus trade game rock level.
8468426,994217,2024-03-08,Payment Problem,Girl wide firm responsibility performance treatment important very where level perhaps.
6637872,877887,2024-10-21,Account Issue,Election very minute raise growth serve challenge create something.
3747565,817296,2024-03-02,Complaint,About too common type chance nothing people Republican himself suddenly process number.
4459123,484027,2024-11-24,Account Issue,Itself Democrat something opportunity day consider minute song nor.
4736374,399202,2024-06-07,Account Issue,Himself relate national win standard watch.
4234655,119368,2024-09-10,Payment Problem,Finally environmental toward forget along data reduce.
5044454,141601,2024-07-10,General Inquiry,Tough your sense recognize that sing subject stage notice process million.
7938927,802696,2024-03-10,Payment Problem,Page behind deep friend join day style final today art year image wind. very unhappy
2220900,914525,2024-03-25,Account Issue,Big mention their my into blue process.
2100419,584844,2024-11-13,Account Issue,Own modern sometimes mouth professional between as.
6213464,608569,2024-05-01,Account Issue,Great I technology miss four case none hold day method professor.
7871152,636208,2024-08-23,Account Issue,Approach environment hot Republican to then us officer always nor nature home.
3940147,850240,2024-02-09,Payment Problem,Simply thus act expert enjoy want place.
1416670,309688,2024-11-15,General Inquiry,Fast film consider space plant quality its Mr follow high why town.
5760068,493657,2025-01-27,General Inquiry,Dark education coach up watch often. very unhappy
4541356,230687,2024-09-24,General Inquiry,Herself close safe evidence green level indeed cover rate treatment. cancel my account
8067986,305968,2024-10-12,General Inquiry,Story song between eye help analysis message west teacher understand. poor service
5656467,732654,2024-02-01,Complaint,Game soon prove behind administration truth discover financial. cancel my account
5470023,642397,2024-09-21,Account Issue,Young group customer nothing bar cup.
5213041,129428,2025-01-12,General Inquiry,Charge ground mind matter laugh idea pattern agency realize ago I. very unhappy
5279592,185703,2024-04-02,General Inquiry,Send fall fight involve call financial attention far health.
9392261,709508,2024-02-26,Payment Problem,Animal education same security air fund painting send. cancel my account
6998281,737187,2024-06-28,Account Issue,Here over particularly whole produce stock media professor allow.
5177271,609808,2024-08-19,Account Issue,Put history Mrs rule serve resource direction president management reveal why stuff heavy.
3564911,866618,2024-11-04,Account Issue,Little then analysis knowledge teacher ago from leader. thinking of leaving
9646590,738166,2024-11-03,Account Issue,Recognize institution spend ok base approach. thinking of leaving
7354738,721000,2025-01-18,Payment Problem,Threat institution food fill current amount return according class sort order course.
6369963,383053,2024-07-17,Complaint,Allow however mother take boy church young nice lose bring. cancel my account
6193720,102783,2024-02-25,Account Issue,Community event fund important strong town according able attention including water late. cancel my account
3552248,932897,2024-03-20,Account Issue,Seven determine wide child value down account.
5178660,294961,2024-08-27,General Inquiry,Necessary fight it baby nature discover chair nearly. poor service
5375002,125794,2025-01-15,General Inquiry,Trouble industry all administration forward effort agent benefit owner actually event few create.
9678248,785246,2024-12-16,Payment Problem,Include political successful star many research treat campaign particular.
8646598,477310,2024-11-19,General Inquiry,North we beat any play stand doctor religious man yet.
